Title,Author,Publish Year,Edition Count,Subject,Work ID,Book Age,Publication Decade,Edition Category
My Sweet Audrina,V.C. Andrews,1982,37,Horror,/works/OL134893W,43,1980,Low
Blood and Gold,Anne Rice,1998,36,Horror,/works/OL77795W,27,1990,Low
Darkness Comes,Dean Koontz,1984,35,Horror,/works/OL263267W,41,1980,Low
Roadwork,Stephen King,1981,34,Horror,/works/OL149102W,44,1980,Low
Scary stories to tell in the dark,Alvin Schwartz,1981,32,Horror,/works/OL268379W,44,1980,Low
Kentukis,Samanta Schweblin,2014,31,Horror,/works/OL20760166W,11,2010,Low
Blackwood Farm,Anne Rice,1998,31,Horror,/works/OL77819W,27,1990,Low
The Outsider,Stephen King,2018,30,Horror,/works/OL17937105W,7,2010,Low
The Ghost Next Door,Robert Lawrence Stine,1993,30,Horror,/works/OL72274W,32,1990,Low
A Fine and Private Place,Peter S. Beagle,1960,29,Horror,/works/OL26458W,65,1960,Low
The Institute,Stephen King,2019,28,Horror,/works/OL20126932W,6,2010,Low
Scary Stories 3,Alvin Schwartz,1991,28,Horror,/works/OL273689W,34,1990,Low
Mrs. March,Virginia Feito,2021,28,Horror,/works/OL24212743W,4,2020,Low
Little men,Louisa May Alcott,1885,517,Children,/works/OL17761452W,140,1880,High
The Yellow Fairy Book,Andrew Lang,1894,458,Children,/works/OL1088888W,131,1890,Medium
The Pathfinder,James Fenimore Cooper,1800,427,Children,/works/OL78009W,225,1800,Medium
Tanglewood Tales,Nathaniel Hawthorne,1853,418,Children,/works/OL455476W,172,1850,Medium
The Night Before Christmas,Clement Clarke Moore,1857,389,Children,/works/OL655908W,168,1850,Medium
Tom Sawyer Abroad,Mark Twain,1894,333,Children,/works/OL413674W,131,1890,Medium
Little Lord Fauntleroy,Frances Hodgson Burnett,1886,332,Children,/works/OL69625W,139,1880,Medium
Dream days,Kenneth Grahame,1898,303,Children,/works/OL69601W,127,1890,Medium
Het Achterhuis,Anne Frank,1944,293,Children,/works/OL266178W,81,1940,Medium
What Katy Did,Susan Coolidge,1873,286,Children,/works/OL5114586W,152,1870,Medium
Rose in Bloom,Louisa May Alcott,1876,257,Children,/works/OL30020W,149,1870,Medium
Tales from Shakespeare [20 tales],Charles Lamb,1800,255,Children,/works/OL44841W,225,1800,Medium
"[William Wheeler Hubbell, authorized to apply for patents.]",United States. Congress. Senate. Committee on Patents,1858,240,Children,/works/OL7574091W,167,1850,Medium
American notes,Charles Dickens,1800,233,Children,/works/OL8300173W,225,1800,Medium
Otto of the Silver Hand,Howard Pyle,1888,226,Children,/works/OL2021957W,137,1880,Medium
Jack and Jill,Louisa May Alcott,1880,208,Children,/works/OL30033W,145,1880,Medium
Domestic medicine,William Buchan M.D.,1769,202,Children,/works/OL3715685W,256,1760,Medium
Heidi,"Spyri, Johanna",1885,180,Children,/works/OL1455042W,140,1880,Medium
"The wide, wide world",Susan Warner,1850,163,Children,/works/OL4874217W,175,1850,Medium
The gorilla hunters,Robert Michael Ballantyne,1858,150,Children,/works/OL2320091W,167,1850,Medium
Matilda,Roald Dahl,1988,149,Children,/works/OL45846W,37,1980,Medium
Queer Little Folks,Harriet Beecher Stowe,1886,145,Children,/works/OL152211W,139,1880,Medium
The Pearl,John Steinbeck,1945,143,Children,/works/OL7966118W,80,1940,Medium
The Pied Piper of Hamelin,Robert Browning,1888,140,Children,/works/OL284393W,137,1880,Medium
Little House on the Prairie,Laura Ingalls Wilder,1935,130,Children,/works/OL1719792W,90,1930,Medium
The Madman and the Pirate,Robert Michael Ballantyne,1883,127,Children,/works/OL2320021W,142,1880,Medium
A Tangled Tale,Lewis Carroll,1881,126,Children,/works/OL151445W,144,1880,Medium
Gascoyne,Robert Michael Ballantyne,1800,117,Children,/works/OL2320011W,225,1800,Medium
A Child's Garden of Verses,Robert Louis Stevenson,1885,115,Children,/works/OL24165W,140,1880,Medium
Clover,Susan Coolidge,1888,113,Children,/works/OL5114614W,137,1880,Medium
Sartor resartus,Thomas Carlyle,1800,113,Children,/works/OL1064699W,225,1800,Medium
Black Beauty,Anna Sewell,1877,107,Children,/works/OL15854658W,148,1870,Medium
A Dog of Flanders,Ouida,1800,105,Children,/works/OL2339940W,225,1800,Medium
Constitución política (1917),Mexico.,1917,104,Children,/works/OL569770W,108,1910,Medium
The misfortunes of Sophy,"Sophie, comtesse de Ségur",1871,103,Children,/works/OL1546012W,154,1870,Medium
Bridge to Terabithia,Katherine Paterson,1972,103,Children,/works/OL27079W,53,1970,Medium
Angela's Ashes,Frank McCourt,1996,101,Children,/works/OL27634W,29,1990,Medium
The Twits,Roald Dahl,1967,101,Children,/works/OL45884W,58,1960,Medium
George's Marvelous Medicine,Roald Dahl,1981,99,Children,/works/OL45866W,44,1980,Low
Kitty's Class Day and Other Stories,Louisa May Alcott,1868,93,Children,/works/OL30045W,157,1860,Low
Artemis Fowl,Eoin Colfer,1999,93,Children,/works/OL5725956W,26,1990,Low
Nine little goslings,Susan Coolidge,1875,90,Children,/works/OL5114611W,150,1870,Low
Parables from nature,Margaret Gatty,1855,90,Children,/works/OL6022487W,170,1850,Low
The World Almanac for Kids,Judith S. Levey,1995,89,Children,/works/OL2688199W,30,1990,Low
Foreign assistance,United States. General Accounting Office,1989,89,Children,/works/OL565225W,36,1980,Low
Coming of age in Samoa,Margaret Mead,1924,89,Children,/works/OL73787W,101,1920,Low
The Illustrated Man,Ray Bradbury,1951,82,Children,/works/OL103128W,74,1950,Low
Spinning-wheel stories,Louisa May Alcott,1884,82,Children,/works/OL30046W,141,1880,Low
Aunt Jo's scrap-bag,Louisa May Alcott,1871,81,Children,/works/OL30067W,154,1870,Low
Queechy,Susan Warner,1800,79,Children,/works/OL4874214W,225,1800,Low
The children of the abbey,Regina Maria Roche,1797,78,Children,/works/OL5840660W,228,1790,Low
Five Little Peppers Abroad,Margaret Sidney,1902,77,Children,/works/OL1528827W,123,1900,Low
Flowers in the Attic,V.C. Andrews,1979,73,Children,/works/OL134834W,46,1970,Low
Token for children,James Janeway,1636,73,Children,/works/OL1671947W,389,1630,Low
All the Light We Cannot See,Anthony Doerr,2014,72,Children,/works/OL16821606W,11,2010,Low
The care and feeding of children,"Holt, L. Emmett",1894,72,Children,/works/OL15230140W,131,1890,Low
"Ramona Quimby, Age 8",Beverly Cleary,1981,70,Children,/works/OL151947W,44,1980,Low
L'ami des enfans,Arnaud Berquin,1783,70,Children,/works/OL4518524W,242,1780,Low
Cat's Eye,Margaret Atwood,1988,69,Children,/works/OL675713W,37,1980,Low
The Nine Tailors,Dorothy L. Sayers,1934,69,Children,/works/OL2234946W,91,1930,Low
A Great Emergency and Other Tales,Juliana Horatia Gatty Ewing,1886,67,Children,/works/OL1795293W,139,1880,Low
Le chat botté,Charles Perrault,1865,66,Children,/works/OL23867W,160,1860,Low
Grammatical institute of the English language. Part 1,Noah Webster,1788,65,Children,/works/OL15333890W,237,1780,Low
Lost in the fog,James De Mille,1870,64,Children,/works/OL96164W,155,1870,Low
Growing up in New Guinea,Margaret Mead,1930,64,Children,/works/OL73788W,95,1930,Low
My Sister's Keeper,Jodi Picoult,2004,63,Children,/works/OL891923W,21,2000,Low
Artemis Fowl and the Eternity Code,Eoin Colfer,2003,63,Children,/works/OL5725961W,22,2000,Low
When we were very young,A. A. Milne,1924,63,Children,/works/OL476630W,101,1920,Low
Walden,Henry David Thoreau,1854,1139,Biography,/works/OL55649W,171,1850,High
Dubliners,James Joyce,1914,996,Biography,/works/OL86320W,111,1910,High
Captains Courageous,Rudyard Kipling,1896,990,Biography,/works/OL19842W,129,1890,High
The Canterbury Tales,Geoffrey Chaucer,1478,722,Biography,/works/OL531767W,547,1470,High
The Pilgrim's Progress,John Bunyan,1678,683,Biography,/works/OL107195W,347,1670,High
Sonnets,William Shakespeare,1609,646,Biography,/works/OL362706W,416,1600,High
The Second Jungle Book,Rudyard Kipling,1887,611,Biography,/works/OL19926W,138,1880,High
The Tenant of Wildfell Hall,Anne Brontë,1847,558,Biography,/works/OL260101W,178,1840,High
My bondage and my freedom,Frederick Douglass,1815,509,Biography,/works/OL69179W,210,1810,High
Metamorphoses,Ovid,1479,501,Biography,/works/OL15292640W,546,1470,High
At the Back of the North Wind,George MacDonald,1871,496,Biography,/works/OL15451W,154,1870,Medium
Lilith,George MacDonald,1895,480,Biography,/works/OL15437W,130,1890,Medium
A history of New York,Washington Irving,1800,472,Biography,/works/OL63871W,225,1800,Medium
The  man who would be king,Rudyard Kipling,1898,460,Biography,/works/OL20112W,127,1890,Medium
Manifest der Kommunistischen Partei,Karl Marx,1848,459,Biography,/works/OL629052W,177,1840,Medium
Quo Vadis? Powieść z czasów Nerona,Henryk Sienkiewicz,1895,453,Biography,/works/OL503424W,130,1890,Medium
Confessions,Augustine of Hippo,1482,449,Biography,/works/OL137872W,543,1480,Medium
Up from Slavery,Booker T. Washington,1900,430,Biography,/works/OL357501W,125,1900,Medium
Roughing It,Mark Twain,1872,408,Biography,/works/OL54059W,153,1870,Medium
Paradise Lost,John Milton,1667,396,Biography,/works/OL810991W,358,1660,Medium
Incidents in the Life of a Slave Girl,Harriet A. Jacobs,1861,386,Biography,/works/OL28623W,164,1860,Medium
Der Antichrist,Friedrich Nietzsche,1895,385,Biography,/works/OL15692719W,130,1890,Medium
Two years before the mast,Richard Henry Dana,1000,369,Biography,/works/OL1815550W,1025,1000,Medium
Les fleurs du mal,Charles Baudelaire,1855,363,Biography,/works/OL1158921W,170,1850,Medium
Lord Jim,Joseph Conrad,1900,344,Biography,/works/OL38684W,125,1900,Medium
Erewhon,Samuel Butler,1700,338,Biography,/works/OL22364W,325,1700,Medium
Lives,Plutarch,1564,323,Biography,/works/OL2521179W,461,1560,Medium
The Magician,William Somerset Maugham,1908,313,Biography,/works/OL505730W,117,1900,Medium
Cyrano de Bergerac,Edmond Rostand,1821,309,Biography,/works/OL551668W,204,1820,Medium
"The life of Olaudah Equiano, or Gustavus Vassa, the African",Olaudah Equiano,1789,298,Biography,/works/OL743333W,236,1780,Medium
Sailing alone around the world,Joshua Slocum,1800,297,Biography,/works/OL59979W,225,1800,Medium
The complete poetical works,Robert Burns,1786,293,Biography,/works/OL766052W,239,1780,Medium
Acres of diamonds,Russell Herman Conwell,1901,275,Biography,/works/OL3920712W,124,1900,Medium
"Maria; or, The Wrongs of Woman",Mary Wollstonecraft,1799,265,Biography,/works/OL849217W,226,1790,Medium
Civil Disobedience,Henry David Thoreau,1800,261,Biography,/works/OL55631W,225,1800,Medium
Plays (36),William Shakespeare,1623,256,Biography,/works/OL362289W,402,1620,Medium
Ἀνάβασις,Xenophon,1623,252,Biography,/works/OL687015W,402,1620,Medium
Captivity and Restoration,Mary White Rowlandson,1682,250,Biography,/works/OL239849W,343,1680,Medium
"The History of Rasselas, Prince of Abyssinia",Samuel Johnson,1759,249,Biography,/works/OL4558936W,266,1750,Medium
The Forsyte Saga (The Man of Property / Indian Summer of a Forsyte / In Chancery / Awakening / To Let),John Galsworthy,1918,248,Biography,/works/OL878774W,107,1910,Medium
The Library of American Biography,Jared Sparks,1846,245,Biography,/works/OL13087243W,179,1840,Medium
Les confessions,Jean-Jacques Rousseau,1782,244,Biography,/works/OL80592W,243,1780,Medium
Schachnovelle,Stefan Zweig,1943,244,Biography,/works/OL28429W,82,1940,Medium
Picasso,Pablo Picasso,1926,240,Biography,/works/OL145191W,99,1920,Medium
Life of Samuel Johnson,James Boswell,1776,238,Biography,/works/OL16234621W,249,1770,Medium
Hospital Sketches,Louisa May Alcott,1863,237,Biography,/works/OL30060W,162,1860,Medium
Gorin no sho,Miyamoto Musashi,1963,236,Biography,/works/OL3946622W,62,1960,Medium
Poems,Samuel Taylor Coleridge,1796,232,Biography,/works/OL26131W,229,1790,Medium
The Rise of Silas Lapham,William Dean Howells,1884,226,Biography,/works/OL69032W,141,1880,Medium
"Walden, or, Life in the Woods  / On the Duty of Civil Disobedience",Henry David Thoreau,1849,217,Biography,/works/OL55661W,176,1840,Medium
Typee,Herman Melville,1840,216,Biography,/works/OL102748W,185,1840,Medium
Moralia,Plutarch,1500,211,Biography,/works/OL723491W,525,1500,Medium
Flush,Virginia Woolf,1694,206,Biography,/works/OL39320W,331,1690,Medium
Apologia pro vita sua,John Henry Newman,1860,204,Biography,/works/OL1144827W,165,1860,Medium
Ben Hur,Lew Wallace,1800,201,Biography,/works/OL240210W,225,1800,Medium
Poems by John Keats,John Keats,1800,200,Biography,/works/OL1455259W,225,1800,Medium
A Tramp Abroad,Mark Twain,1878,197,Biography,/works/OL53918W,147,1870,Medium
The Man Without a Country,Edward Everett Hale,1865,189,Biography,/works/OL2339752W,160,1860,Medium
Twelve Men,Theodore Dreiser,1919,188,Biography,/works/OL100234W,106,1910,Medium
"Margaret Ogilvy, and others",J. M. Barrie,1896,186,Biography,/works/OL461995W,129,1890,Medium
Mein Kampf,Adolf Hitler,1922,185,Biography,/works/OL1067314W,103,1920,Medium
Autobiography of a Yogi,Yogananda Paramahansa,1946,183,Biography,/works/OL528094W,79,1940,Medium
A Farewell to Arms,Ernest Hemingway,1929,181,Biography,/works/OL63072W,96,1920,Medium
The education of Henry Adams,Henry Adams,1777,181,Biography,/works/OL24220W,248,1770,Medium
The Poetical Works of John Dryden,John Dryden,1777,177,Biography,/works/OL284349W,248,1770,Medium
Robert Browning,Gilbert Keith Chesterton,1903,176,Biography,/works/OL76454W,122,1900,Medium
The old wives' tale,Arnold Bennett,1900,171,Biography,/works/OL109236W,125,1900,Medium
Homage to Catalonia,George Orwell,1938,169,Biography,/works/OL1168169W,87,1930,Medium
L' Orlando furioso,Lodovico Ariosto,1545,167,Biography,/works/OL2899874W,480,1540,Medium
My life and work,"Ford, Henry",1922,166,Biography,/works/OL4418043W,103,1920,Medium
Diary,Samuel Pepys,1825,166,Biography,/works/OL193961W,200,1820,Medium
Das Schloß,Franz Kafka,1926,166,Biography,/works/OL498434W,99,1920,Medium
The Romany Rye,George Henry Borrow,1800,164,Biography,/works/OL244675W,225,1800,Medium
Dei delitte e delle pene,Cesare Beccaria,1764,164,Biography,/works/OL1223677W,261,1760,Medium
The Bible in Spain,George Henry Borrow,1842,163,Biography,/works/OL244674W,183,1840,Medium
Mademoiselle Fifi,Guy de Maupassant,1882,162,Biography,/works/OL93833W,143,1880,Medium
The Hudson Bay Company,Robert Michael Ballantyne,1848,161,Biography,/works/OL2319947W,177,1840,Medium
As You Like It,William Shakespeare,1734,467,Love,/works/OL362698W,291,1730,Medium
The Importance of Being Earnest,Oscar Wilde,1893,455,Love,/works/OL27776452W,132,1890,Medium
Chronicles of Avonlea,Lucy Maud Montgomery,1912,381,Love,/works/OL77788W,113,1910,Medium
कामसूत्र,Vatsyāyana,1883,381,Love,/works/OL239940W,142,1880,Medium
Συμπόσιον,Plato,1559,351,Love,/works/OL51815W,466,1550,Medium
Vita nuova,Dante Alighieri,1829,231,Love,/works/OL93228W,196,1820,Medium
Lolita,Vladimir Nabokov,1777,229,Love,/works/OL627084W,248,1770,Medium
Γοργίας,Plato,1827,224,Love,/works/OL51785W,198,1820,Medium
"Works [37 plays, 6 poems, sonnets]",William Shakespeare,1730,213,Love,/works/OL259028W,295,1730,Medium
Чайка,Антон Павлович Чехов,1915,208,Love,/works/OL55403W,110,1910,Medium
Rebecca,Daphne du Maurier,1938,200,Love,/works/OL36633W,87,1930,Medium
Ars Amatoria,Ovid,1494,199,Love,/works/OL97725W,531,1490,Medium
Bracebridge Hall,Washington Irving,1800,166,Love,/works/OL63915W,225,1800,Medium
Mémoires d'Hadrien,Marguerite Yourcenar,1951,153,Love,/works/OL106837W,74,1950,Medium
Μένων,Plato,1869,150,Love,/works/OL51940W,156,1860,Medium
Letters to a young poet,Rainer Maria Rilke,1656,144,Love,/works/OL3800761W,369,1650,Medium
Romeo and Juliet (adaptation),William Shakespeare,1748,139,Love,/works/OL2694991W,277,1740,Medium
الروض العاطر في نزهة الخاطر,ʻUmar ibn Muḥammad Nafzāwī,1886,139,Love,/works/OL905626W,139,1880,Medium
Φαῖδρος,Plato,1792,138,Love,/works/OL51816W,233,1790,Medium
Guess How Much I Love You,Sam McBratney,1994,129,Love,/works/OL58402W,31,1990,Medium
Psychopathia sexualis,Richard von Krafft-Ebing,1886,122,Love,/works/OL15822096W,139,1880,Medium
The Quiet American,Graham Greene,1940,117,Love,/works/OL106081W,85,1940,Medium
Hernani,Victor Hugo,1830,116,Love,/works/OL1064116W,195,1830,Medium
La casa de los espíritus,Isabel Allende,1982,116,Love,/works/OL1905255W,43,1980,Medium
Das Parfum,Patrick Süskind,1985,106,Love,/works/OL10834W,40,1980,Medium
"Annonce Faite a Marie, L'",Paul Claudel,1912,106,Love,/works/OL1098844W,113,1910,Medium
East of Eden,John Steinbeck,1952,104,Love,/works/OL23166W,73,1950,Medium
The Art of Loving,Erich Fromm,1956,101,Love,/works/OL1184991W,69,1950,Medium
Libro de buen amor,Juan Ruiz,1900,99,Love,/works/OL3650890W,125,1900,Low
Vies des dames galantes,"Pierre de Bourdeille, seigneur de Brantôme",1722,96,Love,/works/OL2100998W,303,1720,Low
Stepping heavenward,Elizabeth Prentiss,1869,92,Love,/works/OL811123W,156,1860,Low
Como agua para chocolate,Laura Esquivel,1989,82,Love,/works/OL953162W,36,1980,Low
Nesnesitelná lehkost bytí,Milan Kundera,1984,81,Love,/works/OL8972751W,41,1980,Low
Introduction à la vie dévote,Francis de Sales,1662,67,Love,/works/OL1140014W,363,1660,Low
De l'amour,Stendhal,1800,66,Love,/works/OL733306W,225,1800,Low
Insurgent,Veronica Roth,2011,64,Love,/works/OL16325201W,14,2010,Low
The Little Tin Soldier,Hans Christian Andersen,1900,63,Love,/works/OL25423W,125,1900,Low
Bodas de sangre,Federico García Lorca,1935,61,Love,/works/OL10342794W,90,1930,Low
Allegiant,Veronica Roth,2011,60,Love,/works/OL16808471W,14,2010,Low
Five Little Peppers Grown Up,Margaret Sidney,1892,60,Love,/works/OL1528826W,133,1890,Low
The postman always rings twice,James M. Cain,1934,59,Love,/works/OL3480719W,91,1930,Low
Romance,Joseph Conrad,1900,58,Love,/works/OL39059W,125,1900,Low
A severed head,Iris Murdoch,1961,57,Love,/works/OL1326348W,64,1960,Low
The greatest thing in the world,Henry Drummond,1890,56,Love,/works/OL8379727W,135,1890,Low
Catullus,Gaius Valerius Catullus,1554,55,Love,/works/OL15229223W,471,1550,Low
Wicked,Gregory Maguire,1995,54,Love,/works/OL66218W,30,1990,Low
Ramona,Helen Hunt Jackson,1884,54,Love,/works/OL1800220W,141,1880,Low
Enten-eller,Søren Kierkegaard,1843,51,Love,/works/OL112738W,182,1840,Low
Enneads,Plotinus,1914,51,Love,/works/OL67087W,111,1910,Low
"Can't You Sleep, Little Bear?",Martin Waddell,1988,51,Love,/works/OL114207W,37,1980,Low
Love's coming-of-age,Edward Carpenter,1896,50,Love,/works/OL1041147W,129,1890,Low
Virginibus puerisque,Robert Louis Stevenson,1881,49,Love,/works/OL24159W,144,1880,Low
Del amor y otros demonios,Gabriel García Márquez,1994,49,Love,/works/OL468850W,31,1990,Low
A Girl of the Limberlost,Gene Stratton-Porter,1909,48,Love,/works/OL42384W,116,1900,Low
Stargirl,Jerry Spinelli,2000,47,Love,/works/OL77100W,25,2000,Low
Estudios sobre el amor,José Ortega y Gasset,1939,47,Love,/works/OL504343W,86,1930,Low
Theodosius,Nathaniel Lee,1680,45,Love,/works/OL149807W,345,1680,Low
"Revelations of divine love, recorded by Julian, anchoress at Norwich, A.D. 1373",Julian of Norwich,1901,45,Love,/works/OL742115W,124,1900,Low
The Five Love Languages,Gary D. Chapman,1992,45,Love,/works/OL1680319W,33,1990,Low
Owl Babies,Martin Waddell,1975,45,Love,/works/OL114136W,50,1970,Low
H.R.H.,Danielle Steel,2006,44,Love,/works/OL19692W,19,2000,Low
Forever,Judy Blume,1957,44,Love,/works/OL1838409W,68,1950,Low
The Summer of the Swans,Betsy Cromer Byars,1970,44,Love,/works/OL279226W,55,1970,Low
Hester,Margaret Oliphant,1883,42,Love,/works/OL890472W,142,1880,Low
"A defence of poetry, by P.B. Shelley",Percy Bysshe Shelley,1890,42,Love,/works/OL14853182W,135,1890,Low
Surprised by Joy,C. S. Lewis,1955,40,Love,/works/OL71159W,70,1950,Low
En man som heter Ove,Fredrik Backman,2012,40,Love,/works/OL16793865W,13,2010,Low
Tirukkur̲aḷ,Tiruvaḷḷuvar.,1927,40,Love,/works/OL331347W,98,1920,Low
Love You Forever,Robert N. Munsch,1986,39,Love,/works/OL88707W,39,1980,Low
Cendrillon,Charles Perrault,1886,38,Love,/works/OL23868W,139,1880,Low
Hite Report Women & Love,Shere Hite,1976,37,Love,/works/OL2815101W,49,1970,Low
Born in Fire,Nora Roberts,1994,36,Love,/works/OL111532W,31,1990,Low
The Black Stallion,Walter Farley,1941,36,Love,/works/OL869965W,84,1940,Low
Denier du Reve,Marguerite Yourcenar,1934,36,Love,/works/OL106856W,91,1930,Low
The Time Traveler's Wife,Audrey Niffenegger,2003,36,Love,/works/OL4720160W,22,2000,Low
Le coup de grâce,Marguerite Yourcenar,1939,36,Love,/works/OL106854W,86,1930,Low
Immortal wife,Irving Stone,1940,35,Love,/works/OL111997W,85,1940,Low
Love,Toni Morrison,1999,35,Love,/works/OL15843891W,26,1990,Low
Red Queen,Victoria Aveyard,2015,35,Love,/works/OL17356883W,10,2010,Low
Teleny,Anonymous,1893,35,Love,/works/OL7955184W,132,1890,Low
Les Amities Particulaires,Roger Peyrefitte,1945,35,Love,/works/OL2434523W,80,1940,Low
Jazz,Toni Morrison,1992,34,Love,/works/OL50563W,33,1990,Low
The art of courtly love,Andreas Capellanus,1941,34,Love,/works/OL4810255W,84,1940,Low
The Thirty-Nine Steps,John Buchan,1915,881,Thriller,/works/OL76524W,110,1910,High
The deerslayer,James Fenimore Cooper,1841,504,Thriller,/works/OL77950W,184,1840,High
Mr. Standfast,John Buchan,1918,437,Thriller,/works/OL76598W,107,1910,Medium
White Fang,Jack London,1905,387,Thriller,/works/OL74504W,120,1900,Medium
A strange disappearance,Anna Katharine Green,1879,306,Thriller,/works/OL4885721W,146,1870,Medium
The Evil Shepherd,Edward Phillips Oppenheim,1922,290,Thriller,/works/OL2681032W,103,1920,Medium
A Tale of Three Lions,H. Rider Haggard,2004,215,Thriller,/works/OL17455W,21,2000,Medium
The Beetle. A Mystery,Richard Marsh,1897,211,Thriller,/works/OL827304W,128,1890,Medium
An American Tragedy,Theodore Dreiser,1900,210,Thriller,/works/OL100239W,125,1900,Medium
Casino Royale,Ian Fleming,1953,164,Thriller,/works/OL85753W,72,1950,Medium
Michel Strogoff,Jules Verne,1876,152,Thriller,/works/OL1099641W,149,1870,Medium
"From Russia, with love",Ian Fleming,1957,150,Thriller,/works/OL85732W,68,1950,Medium
Goldfinger,Ian Fleming,1958,144,Thriller,/works/OL85750W,67,1950,Medium
In Secret,Robert W. Chambers,1919,142,Thriller,/works/OL8127199W,106,1910,Medium
The Drums of Jeopardy,Harold MacGrath,1920,140,Thriller,/works/OL2344450W,105,1920,Medium
Nightmare Abbey,Thomas Love Peacock,1818,140,Thriller,/works/OL2713465W,207,1810,Medium
The Eye of Osiris,R. Austin Freeman,1911,136,Thriller,/works/OL13150029W,114,1910,Medium
Live and let die,Ian Fleming,1954,135,Thriller,/works/OL85746W,71,1950,Medium
Doctor No,Ian Fleming,1958,119,Thriller,/works/OL85736W,67,1950,Medium
Diamonds are Forever,Ian Fleming,1956,117,Thriller,/works/OL85747W,69,1950,Medium
Robur le conquérant,Jules Verne,1886,113,Thriller,/works/OL1099693W,139,1880,Medium
The Pillars of the Earth,Ken Follett,1989,111,Thriller,/works/OL1914022W,36,1980,Medium
The Spy Who Loved Me,Ian Fleming,1962,108,Thriller,/works/OL85742W,63,1960,Medium
Moonraker,Ian Fleming,1955,107,Thriller,/works/OL85743W,70,1950,Medium
You Only Live Twice,Ian Fleming,1964,105,Thriller,/works/OL267791W,61,1960,Medium
The Man with the Golden Gun,Ian Fleming,1965,95,Thriller,/works/OL85741W,60,1960,Low
Thunderball,Ian Fleming,1961,94,Thriller,/works/OL85745W,64,1960,Low
For Your Eyes Only,Ian Fleming,1959,93,Thriller,/works/OL85748W,66,1950,Low
Le Chancellor,Jules Verne,1875,89,Thriller,/works/OL1099842W,150,1870,Low
On Her Majesty's Secret Service,Ian Fleming,1963,88,Thriller,/works/OL85744W,62,1960,Low
The Devil Doctor,Sax Rohmer,1916,84,Thriller,/works/OL2288670W,109,1910,Low
Storm Island,Ken Follett,1978,83,Thriller,/works/OL1914088W,47,1970,Low
A Time to Kill,John Grisham,1989,79,Thriller,/works/OL77001W,36,1980,Low
Män som hatar kvinnor,Stieg Larsson,2005,78,Thriller,/works/OL5784622W,20,2000,Low
The Lost World,Michael Crichton,1995,78,Thriller,/works/OL46876W,30,1990,Low
The Chamber,John Grisham,1994,75,Thriller,/works/OL77002W,31,1990,Low
The Eagle has Landed,Henry Patterson,1975,72,Thriller,/works/OL157343W,50,1970,Low
War in heaven,Charles Williams,1930,68,Thriller,/works/OL1155806W,95,1930,Low
The Rainmaker,John Grisham,1995,67,Thriller,/works/OL77021W,30,1990,Low
The Centaur,Algernon Blackwood,1911,65,Thriller,/works/OL2700650W,114,1910,Low
A Coffin for Dimitrios,Eric Ambler,1939,65,Thriller,/works/OL3297229W,86,1930,Low
Killing Floor,Lee Child,1997,64,Thriller,/works/OL24477958W,28,1990,Low
Timeline,Michael Crichton,1999,64,Thriller,/works/OL46884W,26,1990,Low
Saving Faith,David Baldacci,1999,64,Thriller,/works/OL41243W,26,1990,Low
The Hunt for Red October,Tom Clancy,1984,63,Thriller,/works/OL159452W,41,1980,Low
The Avenger,Edward Phillips Oppenheim,1908,62,Thriller,/works/OL2681027W,117,1900,Low
Jack Tier or the Florida Reef,James Fenimore Cooper,1800,61,Thriller,/works/OL78046W,225,1800,Low
Red Dragon,Thomas Harris,1981,60,Thriller,/works/OL23480W,44,1980,Low
Ante la bandera (Face au drapeau),Jules Verne,1897,60,Thriller,/works/OL1099321W,128,1890,Low
The Lincoln Lawyer (Mickey Haller #1),Michael Connelly,1895,59,Thriller,/works/OL111746W,130,1890,Low
The Malefactor,Edward Phillips Oppenheim,1906,58,Thriller,/works/OL2681041W,119,1900,Low
The Tommyknockers,Stephen King,1985,58,Thriller,/works/OL81593W,40,1980,Low
The Woods,Harlan Coben,1849,57,Thriller,/works/OL79339W,176,1840,Low
2nd Chance,James Patterson,2002,56,Thriller,/works/OL167157W,23,2000,Low
Jack & Jill,James Patterson,1714,56,Thriller,/works/OL167185W,311,1710,Low
"Homeward Bound, Or, The Chase: A Tale of the Sea",James Fenimore Cooper,1800,55,Thriller,/works/OL77956W,225,1800,Low
Predator,Patricia Cornwell,1742,55,Thriller,/works/OL134374W,283,1740,Low
The Black Dahlia,James Ellroy,1987,55,Thriller,/works/OL553754W,38,1980,Low
The Visitor,Lee Child,2000,55,Thriller,/works/OL52936W,25,2000,Low
The Man from St. Petersburg,Ken Follett,1982,54,Thriller,/works/OL15649851W,43,1980,Low
Roses Are Red,James Patterson,1752,54,Thriller,/works/OL167175W,273,1750,Low
The King of Torts,John Grisham,1999,53,Thriller,/works/OL77011W,26,1990,Low
Last Man Standing,David Baldacci,2001,53,Thriller,/works/OL41254W,24,2000,Low
The Great Secret,Edward Phillips Oppenheim,1907,53,Thriller,/works/OL2681033W,118,1900,Low
One Shot,Lee Child,2005,52,Thriller,/works/OL52953W,20,2000,Low
The Secret History,Donna Tartt,1992,52,Thriller,/works/OL4321141W,33,1990,Low
Night of the Fox,Henry Patterson,1757,51,Thriller,/works/OL157448W,268,1750,Low
The sea lions,James Fenimore Cooper,1800,51,Thriller,/works/OL78065W,225,1800,Low
