Title,Author,Publish Year,Edition Count,Subject,Work ID
Mao Tŝe-tung's quotations,Mao Zedong,1962,58,Religion,/works/OL345423W
Hebrew Union College Annual,Hebrew Union College Press Staff,1949,55,Religion,/works/OL21543894W
A dish of orts,George MacDonald,1893,55,Religion,/works/OL15382W
Khureb BeRuahk Sword of the Spirit,Windy,1923,54,Religion,/works/OL36731881W
Le Mythe de l'éternel retour,Mircea Eliade,1949,54,Religion,/works/OL748595W
The fire next time,James Baldwin,1962,54,Religion,/works/OL2683364W
Coloring Book of Shadows,Amy Cesari,2016,52,Religion,/works/OL22708239W
Primitive Culture,Edward Burnett Tylor,2010,51,Religion,/works/OL21123651W
Il Combattimento Spirituale,Lorenzo Scupoli,1594,51,Religion,/works/OL4959706W
"Before philosophy, the intellectual adventure of ancient man",Henri Frankfort,1946,50,Religion,/works/OL1141014W
Nanhua jing,Zhuangzi,1889,49,Religion,/works/OL2423610W
History of the Negro Race in America,George Washington Williams,1882,49,Religion,/works/OL249235W
Round the Bend,Nevil Shute,1951,48,Religion,/works/OL2779764W
"A child called ""it""",David J. Pelzer,1987,48,Religion,/works/OL66946W
Kitāb al-ḥujjah,Judah ha-Levi,1546,48,Religion,/works/OL1320826W
Guesses at truth,Augustus J. C. Hare,1827,48,Religion,/works/OL3506817W
Egyptian ideas of the future life,E. A. Wallis Budge,1899,47,Religion,/works/OL1146257W
The white goddess,Robert Graves,1920,47,Religion,/works/OL5036950W
Vers une architecture,Le Corbusier,1923,45,Religion,/works/OL15164456W
Cristianos Sin Jesus en el Infierno,Luis Dávila,2017,45,Religion,/works/OL21865037W
The Power of Now,Eckhart Tolle,1997,45,Religion,/works/OL5727686W
An Essay on the Development of Christian Doctrine,John Henry Newman,1845,45,Religion,/works/OL1144821W
